FID,IDtramMua,tenTram,capTram,viTriTram,gio,ngay,toaDoX,toaDoY,luongMua,maXa,maHuyen,ghiChu,kinhDo,viDo,day,month,year
24688,MUA24689,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-05-24,0,0,8.6,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,24,5,1997
24689,MUA24690,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-05-27,0,0,10.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,27,5,1997
24690,MUA24691,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-05-28,0,0,13.6,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,28,5,1997
24691,MUA24692,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-05-30,0,0,8.2,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,30,5,1997
24692,MUA24693,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-06-02,0,0,18,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,2,6,1997
24693,MUA24694,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-06-03,0,0,16.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,3,6,1997
24694,MUA24695,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-06-04,0,0,27.7,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,4,6,1997
24695,MUA24696,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-06-07,0,0,13,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,7,6,1997
24696,MUA24697,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-06-22,0,0,22.6,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,22,6,1997
24697,MUA24698,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-06-23,0,0,41.2,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,23,6,1997
24698,MUA24699,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-06-24,0,0,33,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,24,6,1997
24699,MUA24700,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-06-27,0,0,21,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,27,6,1997
24700,MUA24701,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-06-28,0,0,45.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,28,6,1997
24701,MUA24702,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-03,0,0,25,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,3,7,1997
24702,MUA24703,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-04,0,0,36,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,4,7,1997
24703,MUA24704,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-05,0,0,40.3,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,5,7,1997
24704,MUA24705,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-06,0,0,19.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,6,7,1997
24705,MUA24706,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-09,0,0,21,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,9,7,1997
24706,MUA24707,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-11,0,0,17,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,11,7,1997
24707,MUA24708,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-12,0,0,35.4,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,12,7,1997
24708,MUA24709,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-15,0,0,19.6,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,15,7,1997
24709,MUA24710,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-16,0,0,32,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,16,7,1997
24710,MUA24711,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-18,0,0,18,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,18,7,1997
24711,MUA24712,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-21,0,0,29.4,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,21,7,1997
24712,MUA24713,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-22,0,0,34,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,22,7,1997
24713,MUA24714,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-23,0,0,16,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,23,7,1997
24714,MUA24715,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-29,0,0,34.7,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,29,7,1997
24715,MUA24716,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-30,0,0,28.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,30,7,1997
24716,MUA24717,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-07-31,0,0,37,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,31,7,1997
24717,MUA24718,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-08-01,0,0,18,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,1,8,1997
24718,MUA24719,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-08-02,0,0,29.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,2,8,1997
24719,MUA24720,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-08-03,0,0,19.7,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,3,8,1997
24720,MUA24721,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-08-04,0,0,6,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,4,8,1997
24721,MUA24722,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-08-19,0,0,27.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,19,8,1997
24722,MUA24723,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-08-20,0,0,31.7,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,20,8,1997
24723,MUA24724,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-08-21,0,0,32,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,21,8,1997
24724,MUA24725,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-08-22,0,0,24.4,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,22,8,1997
24725,MUA24726,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-08-24,0,0,40.9,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,24,8,1997
24726,MUA24727,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-08-25,0,0,11,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,25,8,1997
24727,MUA24728,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-08-27,0,0,15,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,27,8,1997
24728,MUA24729,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-08-28,0,0,28.1,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,28,8,1997
24729,MUA24730,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-08-29,0,0,20,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,29,8,1997
24730,MUA24731,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-08-31,0,0,13,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,31,8,1997
24731,MUA24732,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-09-14,0,0,38.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,14,9,1997
24732,MUA24733,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-09-15,0,0,28.7,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,15,9,1997
24733,MUA24734,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-09-16,0,0,32,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,16,9,1997
24734,MUA24735,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-09-17,0,0,35.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,17,9,1997
24735,MUA24736,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-09-18,0,0,15,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,18,9,1997
24736,MUA24737,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-09-20,0,0,27.8,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,20,9,1997
24737,MUA24738,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-09-21,0,0,31.2,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,21,9,1997
24738,MUA24739,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-09-22,0,0,25.6,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,22,9,1997
24739,MUA24740,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-09-23,0,0,34.1,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,23,9,1997
24740,MUA24741,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-01,0,0,13,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,1,10,1997
24741,MUA24742,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-02,0,0,24.7,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,2,10,1997
24742,MUA24743,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-03,0,0,22,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,3,10,1997
24743,MUA24744,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-08,0,0,35.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,8,10,1997
24744,MUA24745,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-09,0,0,19.7,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,9,10,1997
24745,MUA24746,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-13,0,0,32.4,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,13,10,1997
24746,MUA24747,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-14,0,0,13,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,14,10,1997
24747,MUA24748,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-15,0,0,37,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,15,10,1997
24748,MUA24749,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-20,0,0,35.3,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,20,10,1997
24749,MUA24750,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-21,0,0,19.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,21,10,1997
24750,MUA24751,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-23,0,0,9.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,23,10,1997
24751,MUA24752,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-24,0,0,12,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,24,10,1997
24752,MUA24753,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-26,0,0,17,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,26,10,1997
24753,MUA24754,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-28,0,0,38.1,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,28,10,1997
24754,MUA24755,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-29,0,0,37.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,29,10,1997
24755,MUA24756,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-10-30,0,0,34.6,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,30,10,1997
24756,MUA24757,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-11-02,0,0,15,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,2,11,1997
24757,MUA24758,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-11-03,0,0,25.2,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,3,11,1997
24758,MUA24759,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-11-04,0,0,20,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,4,11,1997
24759,MUA24760,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-11-07,0,0,14.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,7,11,1997
24760,MUA24761,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-11-10,0,0,18,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,10,11,1997
24761,MUA24762,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1997-11-22,0,0,8,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,22,11,1997
24762,MUA24763,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-01-28,0,0,3,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,28,1,1998
24763,MUA24764,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-04-16,0,0,29,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,16,4,1998
24764,MUA24765,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-04-17,0,0,8.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,17,4,1998
24765,MUA24766,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-05-04,0,0,19.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,4,5,1998
24766,MUA24767,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-05-17,0,0,28,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,17,5,1998
24767,MUA24768,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-05-18,0,0,15.7,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,18,5,1998
24768,MUA24769,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-05-21,0,0,25.4,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,21,5,1998
24769,MUA24770,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-05-25,0,0,23.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,25,5,1998
24770,MUA24771,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-05-27,0,0,15.7,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,27,5,1998
24771,MUA24772,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-05-28,0,0,23.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,28,5,1998
24772,MUA24773,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-05-31,0,0,14,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,31,5,1998
24773,MUA24774,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-06-02,0,0,23.4,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,2,6,1998
24774,MUA24775,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-06-05,0,0,14,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,5,6,1998
24775,MUA24776,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-06-09,0,0,55.7,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,9,6,1998
24776,MUA24777,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-06-15,0,0,35.5,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,15,6,1998
24777,MUA24778,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-06-16,0,0,7,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,16,6,1998
24778,MUA24779,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-06-19,0,0,14.3,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,19,6,1998
24779,MUA24780,Phạm Văn Cội, ,"UBND Xã Phạm Văn Cội, Huyện Củ Chi", ,1998-06-20,0,0,8,27514,783,Tổng hợp từ số liệu CCTL (Mua - Phan Van Coi),106.522222,11.038056,20,6,1998
