FID,IDtramMua,tenTram,capTram,viTriTram,gio,ngay,toaDoX,toaDoY,luongMua,maXa,maHuyen,ghiChu,kinhDo,viDo,day,month,year
3441,MUA3442,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-10-23,0,0,11.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,23,10,2021
3442,MUA3443,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-10-27,0,0,2.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,27,10,2021
3443,MUA3444,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-10-29,0,0,52,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,29,10,2021
3444,MUA3445,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-10-30,0,0,0.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,30,10,2021
3445,MUA3446,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-01,0,0,0.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,1,11,2021
3446,MUA3447,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-03,0,0,0.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,3,11,2021
3447,MUA3448,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-04,0,0,4.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,4,11,2021
3448,MUA3449,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-06,0,0,66.8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,6,11,2021
3449,MUA3450,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-07,0,0,6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,7,11,2021
3450,MUA3451,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-09,0,0,10.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,9,11,2021
3451,MUA3452,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-11,0,0,38.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,11,11,2021
3452,MUA3453,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-12,0,0,0.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,12,11,2021
3453,MUA3454,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-13,0,0,9.8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,13,11,2021
3454,MUA3455,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-14,0,0,0.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,14,11,2021
3455,MUA3456,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-15,0,0,2.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,15,11,2021
3456,MUA3457,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-18,0,0,1,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,18,11,2021
3457,MUA3458,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-20,0,0,9.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,20,11,2021
3458,MUA3459,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-22,0,0,13.8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,22,11,2021
3459,MUA3460,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-23,0,0,0.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,23,11,2021
3460,MUA3461,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-24,0,0,4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,24,11,2021
3461,MUA3462,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-25,0,0,2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,25,11,2021
3462,MUA3463,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-28,0,0,35,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,28,11,2021
3463,MUA3464,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-29,0,0,1.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,29,11,2021
3464,MUA3465,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-11-30,0,0,11,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,30,11,2021
3465,MUA3466,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-12-01,0,0,0.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,1,12,2021
3466,MUA3467,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-12-09,0,0,0.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,9,12,2021
3467,MUA3468,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-12-22,0,0,15.8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,22,12,2021
3468,MUA3469,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-12-23,0,0,3.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,23,12,2021
3469,MUA3470,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-12-24,0,0,6.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,24,12,2021
3470,MUA3471,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-12-26,0,0,2.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,26,12,2021
3471,MUA3472,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,2021-12-28,0,0,5.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,28,12,2021
3472,MUA3473,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-01-23,0,0,24.1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,23,1,1995
3473,MUA3474,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-01-24,0,0,1.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,24,1,1995
3474,MUA3475,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-01-25,0,0,4.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,25,1,1995
3475,MUA3476,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-03-21,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,21,3,1995
3476,MUA3477,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-03-25,0,0,0.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,25,3,1995
3477,MUA3478,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-04-03,0,0,0.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,3,4,1995
3478,MUA3479,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-04-20,0,0,4.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,20,4,1995
3479,MUA3480,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-05-12,0,0,38.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,12,5,1995
3480,MUA3481,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-05-13,0,0,10.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,13,5,1995
3481,MUA3482,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-05-14,0,0,6.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,14,5,1995
3482,MUA3483,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-05-18,0,0,3.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,18,5,1995
3483,MUA3484,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-05-19,0,0,16.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,19,5,1995
3484,MUA3485,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-05-20,0,0,0.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,20,5,1995
3485,MUA3486,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-05-24,0,0,0.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,24,5,1995
3486,MUA3487,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-05-25,0,0,9.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,25,5,1995
3487,MUA3488,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-05-26,0,0,39.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,26,5,1995
3488,MUA3489,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-05-27,0,0,48.1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,27,5,1995
3489,MUA3490,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-05-28,0,0,24.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,28,5,1995
3490,MUA3491,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-05-29,0,0,1.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,29,5,1995
3491,MUA3492,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-05-31,0,0,22.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,31,5,1995
3492,MUA3493,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-06,0,0,19.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,6,6,1995
3493,MUA3494,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-07,0,0,5.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,7,6,1995
3494,MUA3495,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-08,0,0,0.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,8,6,1995
3495,MUA3496,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-09,0,0,4.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,9,6,1995
3496,MUA3497,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-10,0,0,15.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,10,6,1995
3497,MUA3498,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-11,0,0,2.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,11,6,1995
3498,MUA3499,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-14,0,0,4.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,14,6,1995
3499,MUA3500,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-15,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,15,6,1995
3500,MUA3501,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-17,0,0,6.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,17,6,1995
3501,MUA3502,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-18,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,18,6,1995
3502,MUA3503,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-19,0,0,0.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,19,6,1995
3503,MUA3504,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-21,0,0,1.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,21,6,1995
3504,MUA3505,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-22,0,0,4.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,22,6,1995
3505,MUA3506,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-23,0,0,11.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,23,6,1995
3506,MUA3507,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-24,0,0,5.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,24,6,1995
3507,MUA3508,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-25,0,0,7.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,25,6,1995
3508,MUA3509,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-26,0,0,3.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,26,6,1995
3509,MUA3510,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-27,0,0,10.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,27,6,1995
3510,MUA3511,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-28,0,0,6.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,28,6,1995
3511,MUA3512,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-29,0,0,18.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,29,6,1995
3512,MUA3513,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-06-30,0,0,58.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,30,6,1995
3513,MUA3514,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-01,0,0,9.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,1,7,1995
3514,MUA3515,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-02,0,0,4.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,2,7,1995
3515,MUA3516,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-03,0,0,5.1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,3,7,1995
3516,MUA3517,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-04,0,0,0.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,4,7,1995
3517,MUA3518,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-05,0,0,3.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,5,7,1995
3518,MUA3519,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-07,0,0,9.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,7,7,1995
3519,MUA3520,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-08,0,0,3.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,8,7,1995
3520,MUA3521,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-09,0,0,3.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,9,7,1995
3521,MUA3522,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-10,0,0,1.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,10,7,1995
3522,MUA3523,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-11,0,0,18.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,11,7,1995
3523,MUA3524,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-12,0,0,29.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,12,7,1995
3524,MUA3525,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-13,0,0,9.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,13,7,1995
3525,MUA3526,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-15,0,0,0.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,15,7,1995
3526,MUA3527,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-20,0,0,18.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,20,7,1995
3527,MUA3528,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-21,0,0,0.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,21,7,1995
3528,MUA3529,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-23,0,0,11.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,23,7,1995
3529,MUA3530,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-24,0,0,19.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,24,7,1995
3530,MUA3531,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-25,0,0,6.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,25,7,1995
3531,MUA3532,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-26,0,0,1.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,26,7,1995
3532,MUA3533,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-27,0,0,1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,27,7,1995
3533,MUA3534,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-28,0,0,0.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,28,7,1995
3534,MUA3535,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-29,0,0,0.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,29,7,1995
3535,MUA3536,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-30,0,0,5.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,30,7,1995
3536,MUA3537,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-07-31,0,0,0.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,31,7,1995
3537,MUA3538,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-04,0,0,26,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,4,8,1995
3538,MUA3539,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-05,0,0,2.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,5,8,1995
3539,MUA3540,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-06,0,0,0.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,6,8,1995
3540,MUA3541,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-07,0,0,9.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,7,8,1995
3541,MUA3542,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-08,0,0,0.1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,8,8,1995
3542,MUA3543,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-14,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,14,8,1995
3543,MUA3544,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-15,0,0,1.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,15,8,1995
3544,MUA3545,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-16,0,0,0.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,16,8,1995
3545,MUA3546,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-17,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,17,8,1995
3546,MUA3547,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-18,0,0,1.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,18,8,1995
3547,MUA3548,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-20,0,0,1.5,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,20,8,1995
3548,MUA3549,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-21,0,0,20.1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,21,8,1995
3549,MUA3550,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-22,0,0,9.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,22,8,1995
3550,MUA3551,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-23,0,0,14.1,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,23,8,1995
3551,MUA3552,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-24,0,0,15.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,24,8,1995
3552,MUA3553,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-25,0,0,0.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,25,8,1995
3553,MUA3554,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-26,0,0,24.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,26,8,1995
3554,MUA3555,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-27,0,0,0.9,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,27,8,1995
3555,MUA3556,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-28,0,0,2.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,28,8,1995
3556,MUA3557,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-29,0,0,2.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,29,8,1995
3557,MUA3558,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-08-30,0,0,1.3,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,30,8,1995
3558,MUA3559,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-01,0,0,0.2,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,1,9,1995
3559,MUA3560,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-02,0,0,9.8,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,2,9,1995
3560,MUA3561,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-03,0,0,11.6,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,3,9,1995
3561,MUA3562,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-04,0,0,11.7,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,4,9,1995
3562,MUA3563,Bình Chánh, ,"UBND Thị trấn Tân Túc, Huyện Bình Chánh", ,1995-09-05,0,0,0.4,27595,785,Tổng hợp từ số liệu CCTL (Mua - Binh Chanh),106.5725,10.691111,5,9,1995
